time,open,high,low,close,volume,ema,rsi,macd,macd_signal,atr,bb_mid,bb_upper,bb_lower
2026-05-05T14:50:00,120055000.0,120266000.0,120055000.0,120177000.0,9.7268106,120026609.041472,66.55817737998373,127078.49441280961,115295.90197709102,131714.2857142857,119979800.0,120360703.41364488,119598896.58635512
2026-05-05T14:55:00,120179000.0,120193000.0,120085000.0,120101000.0,7.46732079,120033693.89466515,61.102236421725244,117607.41156315804,115758.20389430443,128000.0,119989450.0,120372467.64422737,119606432.35577263
2026-05-05T15:00:00,120101000.0,120150000.0,120082000.0,120083000.0,8.29210469,120038389.71422085,58.12603648424544,107410.89466884732,114088.74204921302,128214.28571428571,119999300.0,120381246.86872172,119617353.13127828
2026-05-05T15:05:00,120083000.0,120084000.0,120032000.0,120040000.0,5.18310094,120038543.07477126,56.44122383252818,94767.91539643705,110224.57671865783,131285.7142857143,120009200.0,120384180.47668478,119634219.52331522
2026-05-05T15:10:00,120040000.0,120100000.0,120036000.0,120057000.0,9.11739021,120040300.87717399,57.07472178060413,85138.5964178294,105207.38065849215,130714.28571428571,120024900.0,120378644.42156659,119671155.57843341
2026-05-05T15:15:00,120057000.0,120098000.0,120057000.0,120079000.0,6.64175869,120043986.50791933,57.51376868607396,78379.00352667272,99841.70523212828,132428.57142857142,120040650.0,120372879.64473706,119708420.35526294
2026-05-05T15:20:00,120098000.0,120098000.0,120000000.0,120005000.0,16.76732511,120040273.5071651,52.51353441608663,66286.68426977098,93130.70103965684,131428.57142857142,120052400.0,120360038.47545286,119744761.52454714
2026-05-05T15:25:00,120000000.0,120005000.0,119950000.0,119967000.0,4.9773405,120033295.07791129,50.90361445783132,53025.90212525427,85109.74125677632,132000.0,120059600.0,120350941.29018804,119768258.70981196
2026-05-05T15:30:00,119958000.0,119967000.0,119933000.0,119958000.0,7.2618056,120026124.11811022,41.19217081850534,41314.16794222593,76350.62659386624,119142.85714285714,120063150.0,120347276.93605056,119779023.06394944
2026-05-05T15:35:00,119958000.0,120006000.0,119958000.0,119993000.0,5.15236693,120022969.44019496,44.07079646017699,34459.51389063895,67972.40405322079,114214.28571428571,120068800.0,120341871.11084653,119795728.88915347
2026-05-05T15:40:00,119992000.0,119993000.0,119924000.0,119940000.0,6.25704217,120015067.58874783,36.21973929236499,24468.437196210027,59271.61068181864,111142.85714285714,120071850.0,120337250.01586485,119806449.98413515
2026-05-05T15:45:00,119951000.0,119978000.0,119916000.0,119978000.0,4.22255824,120011537.34220043,25.462459194776926,19393.166997477412,51295.921944950394,97428.57142857143,120076350.0,120331477.85236551,119821222.14763449
2026-05-05T15:50:00,119970000.0,120001000.0,119970000.0,120001000.0,2.74021156,120010533.7858004,33.118556701030926,17030.568784832954,44442.851312926905,82357.14285714286,120079400.0,120329064.53281829,119829735.46718171
2026-05-05T15:55:00,120001000.0,120150000.0,120000000.0,120096000.0,7.39857137,120018673.42524798,53.09200603318251,22563.797321528196,40067.04051464716,77928.57142857143,120087050.0,120328353.01980793,119845746.98019207
2026-05-05T16:00:00,120149000.0,120150000.0,120060000.0,120121000.0,6.23092203,120028418.81331961,45.053003533568905,28636.112587362528,37780.85492919023,69285.71428571429,120085300.0,120324999.90009442,119845600.09990558
2026-05-05T16:05:00,120121000.0,120123000.0,120000000.0,120003000.0,5.35654522,120025997.97395584,41.94078947368421,23654.181669294834,34955.52027721115,70357.14285714286,120079100.0,120320665.85677183,119837534.14322817
2026-05-05T16:10:00,120003000.0,120118000.0,120000000.0,120111000.0,3.96635467,120034093.40500766,52.00573065902579,28096.7807315588,33583.77236808068,73928.57142857143,120072850.0,120303547.1357019,119842152.8642981
